系列,模型,任务,方法,任务类型,状态,执行机器,run_name,accuracy,precision,recall,f1,strict_f1,tolerant_f1,contract_hit,candidate_recall,avg_candidates_per_contract,multi_label_examples,multi_label_hit_accuracy,multi_label_precision,multi_label_recall,multi_label_f1,train_examples,val_examples,test_examples,runtime_minutes,完成时间,本地summary,predictions_file,multi_label_predictions_file,best_checkpoint,来源,补齐阶段说明,数据版本说明,补齐前6组标记,可用于补齐前后对比,本地metrics路径,macro_precision,macro_recall,macro_f1,strict_precision,strict_recall,tolerant_precision,tolerant_recall
CodeLlama,codellama/CodeLlama-13b-hf,has_vul,direct,has,completed,compute_node_c,remote_codellama_13b_e1__has_vul__direct,0.5124841303427846,0.8372093023255814,0.05950413223140496,0.1111111111111111,,,,,,,,,,,,,2363,62.158405,46157.66195961805,artifacts/summaries/remote_codellama_13b_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_codellama_13b_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeLlama,codellama/CodeLlama-13b-hf,has_vul,prompt,has,completed,compute_node_c,remote_codellama_13b_e1__has_vul__prompt,0.543377063055438,0.7835497835497836,0.14958677685950414,0.2512144344205413,,,,,,,,,,,,,2363,62.7002053,46157.70550145833,artifacts/summaries/remote_codellama_13b_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_codellama_13b_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeLlama,codellama/CodeLlama-13b-hf,has_vul,qlora,has,completed,compute_node_c,remote_codellama_13b_e1__has_vul__qlora,0.770207363520948,0.7735849056603774,0.7793388429752066,0.7764512144915603,,,,,,,,,,,17411,4667,2363,118.18374656666667,46157.78757353009,artifacts/summaries/remote_codellama_13b_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_codellama_13b_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
CodeLlama,codellama/CodeLlama-34b-hf,has_vul,direct,has,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__direct,0.5095217943292425,0.6378378378378379,0.09752066115702479,0.16917562724014337,,,,,,,,,,,,,2363,122.45621898333334,46162.19523142361,artifacts/summaries/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeLlama,codellama/CodeLlama-34b-hf,has_vul,prompt,has,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__prompt,0.5069826491747779,0.6142131979695431,0.1,0.17199715707178392,,,,,,,,,,,,,2363,132.46207168333333,46162.2872190162,artifacts/summaries/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeLlama,codellama/CodeLlama-34b-hf,has_vul,qlora,has,completed,compute_node_c,remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__qlora,0.7790943715615742,0.7756410256410257,0.8,0.7876322213181448,,,,,,,,,,,17411,4667,2363,289.2316432,46162.48807435185,artifacts/summaries/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_codellama34b_e1_gpu2_has_vul_vul_type__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
CodeLlama,codellama/CodeLlama-7b-hf,has_vul,direct,has,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__has_vul__direct,0.524333474396953,0.6972477064220184,0.1256198347107438,0.21288515406162464,,,,,,,,,,,,,2363,36.41271895,46161.37966796296,artifacts/summaries/remote_codellama_7b_e1_gpu4_retry__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeLlama,codellama/CodeLlama-7b-hf,has_vul,prompt,has,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__has_vul__prompt,0.5289885738468049,0.6750902527075813,0.15454545454545454,0.25151311365164764,,,,,,,,,,,,,2363,36.95990473333333,46161.40533459491,artifacts/summaries/remote_codellama_7b_e1_gpu4_retry__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_codellama_7b_e1_gpu4_retry__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeLlama,codellama/CodeLlama-7b-hf,has_vul,qlora,has,completed,compute_node_c,remote_codellama_7b_e1_gpu4_retry__has_vul__qlora,0.7761320355480321,0.7902813299232737,0.7661157024793388,0.7780109106168694,,,,,,,,,,,17411,4667,2363,68.02437983333333,46161.45257378472,artifacts/summaries/remote_codellama_7b_e1_gpu4_retry__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_codellama_7b_e1_gpu4_retry__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,has_vul,direct,has,completed,compute_node_a,machine_a_deepseekcoder13b_e1__has_vul__direct,0.49386373254337707,0.5636363636363636,0.0512396694214876,0.09393939393939393,,,,,,,,,,,,,2363,32.61297653333333,46158.69812896991,artifacts/summaries/machine_a_deepseekcoder13b_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/machine_a_deepseekcoder13b_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,has_vul,full,has,completed,compute_node_a,machine_a_deepseekcoder13b_e1__has_vul__full,0.8654253068133728,0.8898601398601399,0.8413223140495868,0.864910790144435,,,,,,,,,,,17411,4667,2363,55.49195581666667,46158.75433701389,artifacts/summaries/machine_a_deepseekcoder13b_e1__has_vul__full/matrix_summary.json,,,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__has_vul__full/checkpoint-2177,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,has_vul,prompt,has,completed,compute_node_a,machine_a_deepseekcoder13b_e1__has_vul__prompt,0.4917477782479898,0.5323741007194245,0.06115702479338843,0.10971089696071164,,,,,,,,,,,,,2363,25.447581366666668,46158.71580091435,artifacts/summaries/machine_a_deepseekcoder13b_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/machine_a_deepseekcoder13b_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-1.3b-base,has_vul,qlora,has,completed,compute_node_a,machine_a_deepseekcoder13b_e1__has_vul__qlora,0.796022005924672,0.7949756888168558,0.8107438016528926,0.8027823240589198,,,,,,,,,,,17411,4667,2363,40.358495149999996,46158.78236376157,artifacts/summaries/machine_a_deepseekcoder13b_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/machine_a_deepseekcoder13b_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,direct,has,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__direct,0.4955564959796868,0.618421052631579,0.03884297520661157,0.07309486780715396,,,,,,,,,,,,,2363,137.72233321666667,46159.73311877315,artifacts/summaries/remote_deepseekcoder33b_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_deepseekcoder33b_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,prompt,has,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__prompt,0.5019043588658485,0.5891891891891892,0.09008264462809917,0.15627240143369175,,,,,,,,,,,,,2363,138.2685435,46159.82913861111,artifacts/summaries/remote_deepseekcoder33b_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_deepseekcoder33b_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-33b-base,has_vul,qlora,has,completed,compute_node_c,remote_deepseekcoder33b_e1__has_vul__qlora,0.4879390605162928,0,0,0,,,,,,,,,,,17411,4667,2363,300.36012955,46160.03772207176,artifacts/summaries/remote_deepseekcoder33b_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_deepseekcoder33b_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,direct,has,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__direct,0.49640287769784175,0.6388888888888888,0.03801652892561983,0.0717628705148206,,,,,,,,,,,,,2363,36.679491033333335,46157.41495012731,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,prompt,has,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__prompt,0.4993652137113838,0.593103448275862,0.07107438016528926,0.12693726937269373,,,,,,,,,,,,,2363,36.933010800000005,46157.44059809028,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_deepseekcoder67b_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
DeepSeek-Coder,deepseek-ai/deepseek-coder-6.7b-base,has_vul,qlora,has,completed,compute_node_c,remote_deepseekcoder67b_e1__has_vul__qlora,0.8256453660600931,0.838135593220339,0.8173553719008264,0.8276150627615063,,,,,,,,,,,17411,4667,2363,67.72662218333333,46157.48763050926,artifacts/summaries/remote_deepseekcoder67b_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_deepseekcoder67b_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,direct,has,completed,compute_node_a,machine_a_codegemma2b_e1__has_vul__direct,0.5010579771476936,0.6781609195402298,0.048760330578512395,0.09097918272937548,,,,,,,,,,,,,2363,28.712124483333334,46160.75549902778,artifacts/summaries/machine_a_codegemma2b_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/machine_a_codegemma2b_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,direct,has,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__direct,0.49767245027507406,0.6385542168674698,0.043801652892561986,0.08197989172467131,,,,,,,,,,,,,2363,17.67231878333333,46159.43997966435,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,full,has,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__full,0.8552687261955142,0.8780487804878049,0.8330578512396695,0.8549618320610687,,,,,,,,,,,17411,4667,2363,42.54635171666666,46159.48279688657,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/matrix_summary.json,,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__has_vul__full/checkpoint-2177,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,prompt,has,completed,compute_node_a,machine_a_codegemma2b_e1__has_vul__prompt,0.5264494286923402,0.6654545454545454,0.15123966942148762,0.24646464646464647,,,,,,,,,,,,,2363,23.70449895,46160.77196049769,artifacts/summaries/machine_a_codegemma2b_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/machine_a_codegemma2b_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,prompt,has,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt,0.5251798561151079,0.6594202898550725,0.15041322314049588,0.2449528936742934,,,,,,,,,,,,,2363,19.110331916666667,46159.45325076389,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_codegemma_2b_e1_gpu4_retry__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-2b,has_vul,qlora,has,completed,compute_node_c,remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora,0.8032162505289886,0.8138163437236732,0.7983471074380165,0.8060075093867334,,,,,,,,,,,17411,4667,2363,28.1846706,46159.50236961806,artifacts/summaries/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_codegemma_2b_e1_gpu4_retry__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-7b,has_vul,direct,has,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__has_vul__direct,0.5226407109606432,0.7662337662337663,0.09752066115702479,0.17302052785923755,,,,,,,,,,,,,2363,39.80864275,46161.36247413194,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-7b,has_vul,prompt,has,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt,0.5044435040203131,0.656,0.06776859504132231,0.12284644194756554,,,,,,,,,,,,,2363,43.09146178333333,46161.3923987963,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_codegemma_7b_e1_gpu5_clean__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
CodeGemma,google/codegemma-7b,has_vul,qlora,has,completed,compute_node_c,remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora,0.7723233178163351,0.7852292020373515,0.7644628099173554,0.7747068676716918,,,,,,,,,,,17411,4667,2363,82.44331658333334,46161.44965113426,artifacts/summaries/remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_codegemma_7b_e1_gpu5_clean__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-20b-code-base,has_vul,direct,has,completed,compute_node_c,remote_granite_20b_code_base_e1__has_vul__direct,0.5421074904782057,0.7689075630252101,0.15123966942148762,0.2527624309392265,,,,,,,,,,,,,2363,76.77003555,46157.66333334491,artifacts/summaries/remote_granite_20b_code_base_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_granite_20b_code_base_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-20b-code-base,has_vul,prompt,has,completed,compute_node_c,remote_granite_20b_code_base_e1__has_vul__prompt,0.543377063055438,0.726643598615917,0.17355371900826447,0.2801867911941294,,,,,,,,,,,,,2363,77.37067836666667,46157.71706302083,artifacts/summaries/remote_granite_20b_code_base_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_granite_20b_code_base_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-20b-code-base,has_vul,qlora,has,completed,compute_node_c,remote_granite_20b_code_base_e1__has_vul__qlora,0.7232331781633516,0.7332214765100671,0.7223140495867768,0.7277268942547876,,,,,,,,,,,17411,4667,2363,164.55344086666668,46157.83133628473,artifacts/summaries/remote_granite_20b_code_base_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_granite_20b_code_base_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-3b-code-base,has_vul,direct,has,completed,compute_node_c,remote_granite_3b_code_base_e1__has_vul__direct,0.5171392297926365,0.8,0.07603305785123966,0.13886792452830188,,,,,,,,,,,,,2363,30.99344465,46159.7816184375,artifacts/summaries/remote_granite_3b_code_base_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_granite_3b_code_base_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-3b-code-base,has_vul,full,has,completed,compute_node_c,remote_granite_3b_code_base_e1__has_vul__full,0.8738891239949217,0.8851351351351351,0.8661157024793389,0.8755221386800334,,,,,,,,,,,17411,4667,2363,77.00875183333332,46159.85677092592,artifacts/summaries/remote_granite_3b_code_base_e1__has_vul__full/matrix_summary.json,,,artifacts/checkpoints/remote_granite_3b_code_base_e1__has_vul__full/checkpoint-2177,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-3b-code-base,has_vul,prompt,has,completed,compute_node_c,remote_granite_3b_code_base_e1__has_vul__prompt,0.5306813372831147,0.6836363636363636,0.15537190082644628,0.2531986531986532,,,,,,,,,,,,,2363,31.210723883333333,46159.80329258102,artifacts/summaries/remote_granite_3b_code_base_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_granite_3b_code_base_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-3b-code-base,has_vul,qlora,has,completed,compute_node_c,remote_granite_3b_code_base_e1__has_vul__qlora,0.7693609818027931,0.7810650887573964,0.7636363636363637,0.7722524028416214,,,,,,,,,,,17411,4667,2363,45.22726506666667,46159.88817878472,artifacts/summaries/remote_granite_3b_code_base_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_granite_3b_code_base_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-8b-code-base,has_vul,direct,has,completed,compute_node_c,remote_granite_8b_code_base_e1__has_vul__direct,0.5366060093101989,0.592891760904685,0.30330578512396694,0.40131219245489336,,,,,,,,,,,,,2363,40.259257049999995,46157.63479005787,artifacts/summaries/remote_granite_8b_code_base_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/remote_granite_8b_code_base_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-8b-code-base,has_vul,prompt,has,completed,compute_node_c,remote_granite_8b_code_base_e1__has_vul__prompt,0.5412611087600507,0.5926470588235294,0.3330578512396694,0.4264550264550265,,,,,,,,,,,,,2363,41.01103775,46157.66326996528,artifacts/summaries/remote_granite_8b_code_base_e1__has_vul__prompt/matrix_summary.json,artifacts/predictions/remote_granite_8b_code_base_e1__has_vul__prompt/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
Granite Code,ibm-granite/granite-8b-code-base,has_vul,qlora,has,completed,compute_node_c,remote_granite_8b_code_base_e1__has_vul__qlora,0.7735928903935675,0.785774767146486,0.7669421487603306,0.7762442492680887,,,,,,,,,,,17411,4667,2363,88.61306934999999,46157.72480685185,artifacts/summaries/remote_granite_8b_code_base_e1__has_vul__qlora/matrix_summary.json,,,artifacts/checkpoints/remote_granite_8b_code_base_e1__has_vul__qlora/checkpoint-2177,matrix_summary,,,,,,,,,,,,
传统基准,microsoft/codebert-base,has_vul,full,has,completed,compute_node_b,machine_b_codebert_base_full_e1__has_vul__full,0.8307236563690225,0.8777985074626866,0.7776859504132232,0.8247151621384751,,,,,,,,,,,17411,4667,2363,9.482580016666667,46156.27116513889,artifacts/summaries/machine_b_codebert_base_full_e1__has_vul__full/matrix_summary.json,,,artifacts/checkpoints/machine_b_codebert_base_full_e1__has_vul__full/checkpoint-2177,matrix_summary,原始3000条相关（非本次6组）,artifacts/machine_b_codebert_base_full_e1__has_vul__full/同基线的补齐后结果配对。,否：原始3000条相关结果，但不是本次补齐前6组,否；不要放入本次6组补齐前后主对比,,,,,,,,
传统基准,microsoft/graphcodebert-base,has_vul,full,has,completed,compute_node_b,machine_b_graphcodebert_base_full_e1__has_vul__full,0.8480744815911976,0.9017941454202077,0.7892561983471075,0.8417805200528867,,,,,,,,,,,17411,4667,2363,9.554393150000001,46156.33733885417,artifacts/summaries/machine_b_graphcodebert_base_full_e1__has_vul__full/matrix_summary.json,,,artifacts/checkpoints/machine_b_graphcodebert_base_full_e1__has_vul__full/checkpoint-2177,matrix_summary,原始3000条相关（非本次6组）,artifacts/machine_b_graphcodebert_base_full_e1__has_vul__full/同基线的补齐后结果配对。,否：原始3000条相关结果，但不是本次补齐前6组,否；不要放入本次6组补齐前后主对比,,,,,,,,
传统基准,microsoft/unixcoder-base,has_vul,full,has,completed,compute_node_b,machine_b_unixcoder_base_full_e1__has_vul__full,0.8611933982225984,0.8821490467937608,0.8413223140495868,0.8612521150592216,,,,,,,,,,,17411,4667,2363,9.300345116666668,46156.40333829861,artifacts/summaries/machine_b_unixcoder_base_full_e1__has_vul__full/matrix_summary.json,,,artifacts/checkpoints/machine_b_unixcoder_base_full_e1__has_vul__full/checkpoint-2177,matrix_summary,,,,,,,,,,,,
Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,has_vul,direct,has,completed,compute_node_a,matrix_balanced721_qwen05_e1__has_vul__direct,0.48582310622090563,0.43243243243243246,0.013223140495867768,0.02566158781074579,,,,,,,,,,,,,2363,15.5056136,46155.47481378472,artifacts/summaries/matrix_balanced721_qwen05_e1__has_vul__direct/matrix_summary.json,artifacts/predictions/matrix_balanced721_qwen05_e1__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
Qwen2.5-Coder,Qwen/Qwen2.5-Coder-0.5B-Instruct,has_vul,direct,has,completed,compute_node_a,matrix_large_qwen05_inst__has_vul__direct,0.31333333333333335,1,0.02830188679245283,0.05504587155963303,,,,,,,,,,,,,150,,,artifacts/summaries/matrix_large_qwen05_inst__has_vul__direct/matrix_summary.json,artifacts/predictions/matrix_large_qwen05_inst__has_vul__direct/predictions.jsonl,,,matrix_summary,,,,,,,,,,,,
